id,title,text,category,ref,updated,text_url
87,협치내각 카드 한 달 만에 거둬들인 청와대 왜?,청와대가 23일 야권 인사를 포함하는 협치 내각이 현재로선 어렵다는 입장을 밝혔다. 이에 따라 이르면 다음주 이뤄질 개각에서 야권 인사들의 입각은 이뤄지지 않을 가능성이 커졌다. ? 지난...,0,중앙일보,2018.08.24 00:03,https://news.joins.com/article/22910852
88,김동연 “소득 양극화 지표 악화하고 있다”,김동연 경제부총리는 23일 오전 국회 기획재정위에서 “소득 양극화 지표가 악화하고 있는 것으로 보인다”고 말했다. 소득 분배가 10년 만에 최악이라는 내용의 통계청 발표가 나오기 직전이...,0,중앙일보,2018.08.24 00:03,https://news.joins.com/article/22910855
89,"최악 경제지표에도, 청와대 “소득주도성장 필요성 입증”",문재인 대통령이 23일 청와대 국가위기관리센터 지하벙커에서 열린 태풍 ‘솔릭’ 대처 상황 점검 회의에 참석해 전국 시·도지사와 관계 부처 장관들에게서 보고를 받고 있다. 문 대통령은 이...,0,중앙일보,2018.08.24 00:03,https://news.joins.com/article/22910832
90,"[국회이전프로젝트] ""국회 이전이 서울의 가치 더 높일 것""",동영상 재생 추천영상 더보기 “세종시로 국회를 이전하면 서울의 가치가 오히려 더 높아질 것입니다.”(여의도 근무자 김도현 씨?31) “문재인 정부는 책임지고 국회를 세종시로 이전해 효...,0,중앙일보,2018.08.24 00:03,https://news.joins.com/article/22910768
91,"강연재 “문재인 정부, 빨갱이 아니길 진심으로 바라”",사진 크게보기 강연재 변호사. [사진 강 변호사 블로그] 강연재 변호사가 문재인 정부에 대해 “빨갱이가 아니기를 진심으로 빈다”고 밝혔다. ? ? 홍준표 전 자유한국당 대표의 법무특보를 지...,0,중앙일보,2018.08.24 00:03,https://news.joins.com/article/22910230
92,이총리 “학교·어린이집 쉬는 자녀 둔 공무원 연가 적극 활용하라”,"이낙연 국무총리 [뉴스1] ? 이낙연 국무총리가 23일 태풍 ‘솔릭’ 북상과 관련해 “일부 학교와 유치원, 어린이집이 휴교, 휴원 등을 결정함에 따라 해당 자녀를 둔 정부부처·지자체 공직자·...",0,중앙일보,2018.08.24 00:03,https://news.joins.com/article/22910199
93,기무사 잔류 인원 3000명 확정… 인적 청산 '속전속결',경기 과천 국군기무사령부 정문에서 군장병이 근무를 서고 있다. [뉴스1] 국군기무사령부를 해편하고 새로 출범하는 군사안보지원사령부가 기존 기무사 잔류 인원 약 3000명의 명단을 확정한 ...,0,중앙일보,2018.08.24 00:03,https://news.joins.com/article/22910026
94,靑 ‘협치 내각’ 제안 한달 만에 “큰 흐름으로 지금 어려워졌다”,청와대가 23일 야권 인사를 포함하는 협치 내각이 현재로선 어렵다는 입장을 밝혔다. 이에 따라 이르면 다음주 이뤄질 개각에서 야권 인사들의 입각은 이뤄지지 않을 가능성이 커졌다. ? 지난...,0,중앙일보,2018.08.24 00:03,https://news.joins.com/article/22910008
95,"靑 ""10년 만에 최악 양극화···소득주도성장 필요성 입증""",청와대는 23일 발표된 올해 2분기 소득분배 지표가 10년 만에 최악을 기록하자 “상황을 엄중히 바라보고 있다”며 긴장감을 드러냈다. ? 문재인 대통령이 23일 오전 청와대 국가위기관리센터 ...,0,중앙일보,2018.08.24 00:03,https://news.joins.com/article/22909888
96,검찰 “‘문재인 공산주의자’는 악의적 발언…항소할 것”,허위사실을 주장해 문재인 대통령의 명예를 훼손한 혐의로 기소된 고영주 전 방송문화진흥위원회 이사장이 23일 오전 서울중앙지법에서 열린 1심 선고 공판에서 무죄를 선고받고 법원 청사를 ...,0,중앙일보,2018.08.24 00:03,https://news.joins.com/article/22909750
97,"靑, ‘협치 내각’ 사실상 불발 인정…“어려워졌다고 판단”",김의겸 청와대 대변인. [청와대사진기자단] ? 청와대가 지난달 제안했던 ‘협치 내각’에 대해 “지금은 어려워진 것 아닌가 싶다”며 사실상 무산됐다고 밝혔다. ? 23일 김의겸 청와대 대변인...,0,중앙일보,2018.08.24 00:03,https://news.joins.com/article/22909610
98,김상곤 “형사미성년 연령 14→13세 하향 추진”,사진 크게보기 김상곤 사회부총리 겸 교육부 장관이 23일 오전 서울 종로구 정부서울청사에서 열린 태풍 솔릭 대비 교육부 중앙사고수습본부 회의에서 발언하고 있다. [연합뉴스] 김상곤 부총...,0,중앙일보,2018.08.24 00:03,https://news.joins.com/article/22909591
99,"文 대통령, 靑 지하벙커서 ""태풍에 총력 대응해달라"" 지시",추천영상 더보기 ?문재인 대통령은 제19호 태풍 ‘솔릭(SOULIK)’이 한반도에 상륙한 23일 “국가적 비상대비태세를 유지해서 총력 대응해 주기 바란다”고 지시했다. 문재인 대통령이 23일 오전 ...,0,중앙일보,2018.08.24 00:03,https://news.joins.com/article/22909328
100,文대통령 “태풍 피해 없게 만전…특별재난지역 선포도 미리 검토”,문재인 대통령이 23일 오전 청와대 국가위기관리센터 상황실에서 열린 태풍 '솔릭' 대처 상황 점검회의에서 전국 시도지사를 비롯한 관계 부처 장관들로부터 대처 상황을 보고 받고 발언하고 ...,0,중앙일보,2018.08.24 00:03,https://news.joins.com/article/22909037
101,"‘돈 없으니 잡아가라’…法, ‘공직선거법 위반’ 홍준표에 2000만원 부과",사진 크게보기 홍준표 전 자유한국당 대표가 지난달 11일 오후 인천국제공항을 통해 미국으로 출국 전 취재진의 질문에 답변하고 있다. [사진공동기자단] 공직선거법 위반에 따른 중앙선거관...,0,중앙일보,2018.08.24 00:03,https://news.joins.com/article/22909024
102,소득주도성장 여론조사···유지 56% vs 폐지 33%,"리얼미터가 tbs 의뢰로 지난 22일 전국 성인남녀 500명을 대상으로 설문 조사한 결과, 소득주도성장의 기본방향을 유지해야 한다는 응답은 55.9%로 조사됐다. [연합뉴스] ? 문재인정부의 핵심 정책...",0,중앙일보,2018.08.24 00:03,https://news.joins.com/article/22908883
103,"김동연 ""고용쇼크 안타깝고 송구…일자리 예산 역대 최고치 확장""","'2019 예산안 당정협의'가 23일 오전 국회 의원회관에서 열렸다. 김동연 경제부총리가 모두발언을 하고 있다. 임현동 기자 김동연 부총리 겸 기획재정부 장관은 23일 ""일자리 예산을 역대 최고치...",0,중앙일보,2018.08.24 00:03,https://news.joins.com/article/22907869
104,이르면 내주 개각 … 3~5개 부처 거론,문재인 대통령이 이르면 다음주 개각을 할 것으로 보인다. 청와대 고위 관계자는 22일 “다음주에 개각이 유력하다”며 “대통령이 최종 결심을 하는 단계에 와 있다”고 말했다. ? ? 청와대 “...,0,중앙일보,2018.08.24 00:03,https://news.joins.com/article/22907508
105,[국회이전프로젝트] '길 국장'의 비애...스마트폰 업무 불가피,동영상 재생 추천영상 더보기 “일주일에 세 번 정도 KTX 타고 출장갑니다.” 세종청사 공무원의 KTX 출장 경험해보니 ? 세종정부청사에 자리 잡은 교육부의 관계자는 이렇게 말했다. 세종청사 ...,0,중앙일보,2018.08.24 00:03,https://news.joins.com/article/22907427
106,장하성 “경제사령탑은 당연히 김동연 부총리”,장하성 청와대 정책실장이 22일 오후 서울 여의도 국회 예산결산특별위원회 전체회의에 출석해 김동연 부총이와의 경제정책 시각차에 대한 질의를 받자 입을 꽉 다물고 있다. [뉴스1] 장하성 ...,0,중앙일보,2018.08.24 00:03,https://news.joins.com/article/22907403
107,협치내각 카드 한 달 만에 거둬들인 청와대 왜?,청와대가 23일 야권 인사를 포함하는 협치 내각이 현재로선 어렵다는 입장을 밝혔다. 이에 따라 이르면 다음주 이뤄질 개각에서 야권 인사들의 입각은 이뤄지지 않을 가능성이 커졌다. ? 지난...,0,중앙일보,2018.08.24 00:03,https://news.joins.com/article/22910852
108,"[국회이전프로젝트] ""국회 이전이 서울의 가치 더 높일 것""",동영상 재생 추천영상 더보기 “세종시로 국회를 이전하면 서울의 가치가 오히려 더 높아질 것입니다.”(여의도 근무자 김도현 씨?31) “문재인 정부는 책임지고 국회를 세종시로 이전해 효...,0,중앙일보,2018.08.24 00:03,https://news.joins.com/article/22910768
109,"강연재 “문재인 정부, 빨갱이 아니길 진심으로 바라”",사진 크게보기 강연재 변호사. [사진 강 변호사 블로그] 강연재 변호사가 문재인 정부에 대해 “빨갱이가 아니기를 진심으로 빈다”고 밝혔다. ? ? 홍준표 전 자유한국당 대표의 법무특보를 지...,0,중앙일보,2018.08.24 00:03,https://news.joins.com/article/22910230
110,"靑 ""10년 만에 최악 양극화···소득주도성장 필요성 입증""",청와대는 23일 발표된 올해 2분기 소득분배 지표가 10년 만에 최악을 기록하자 “상황을 엄중히 바라보고 있다”며 긴장감을 드러냈다. ? 문재인 대통령이 23일 오전 청와대 국가위기관리센터 ...,0,중앙일보,2018.08.24 00:03,https://news.joins.com/article/22909888
111,"""달도 차면 기운다···'3연승' 민주당, 차기 지도부 중요""","“2006년 지방선거는 ‘보수 3연승’(2007 대선, 2008 총선)의 시작이었고, 2018년 지방선거는 ‘진보 3연승’(2016 총선, 2017 대선)의 종착지다.” ? 박명호 동국대 교수(정치외교학)는 23일 한국정당...",0,중앙일보,2018.08.24 00:03,https://news.joins.com/article/22909851
112,다 쓰지도 못하면서 “내년 일자리 예산 역대 최고치로 확대” 발표한 당정,"'2019 예산안 당정협의'가 23일 오전 국회 의원회관에서 열렸다. 민주당 홍영표 원내대표. 김태년 정책위의장, 김동연 부총리(왼쪽부터)가 회의 전 대화하고 있다. 오른쪽은 홍익표 수석부대표. ...",0,중앙일보,2018.08.24 00:03,https://news.joins.com/article/22908715
113,"동원훈련비 2배 인상…당정, 내년 예산 최대한 확장 운영","'2019 예산안 당정협의'가 23일 오전 국회 의원회관에서 열렸다. 민주당 홍영표 원내대표(왼쪽부터), 김태년 정책위의장, 김동연 경제부총리가 포토타임 때 대화하고 있다. 임현동 기자 정부와 ...",0,중앙일보,2018.08.24 00:03,https://news.joins.com/article/22908131
114,"김동연 ""고용쇼크 안타깝고 송구…일자리 예산 역대 최고치 확장""","'2019 예산안 당정협의'가 23일 오전 국회 의원회관에서 열렸다. 김동연 경제부총리가 모두발언을 하고 있다. 임현동 기자 김동연 부총리 겸 기획재정부 장관은 23일 ""일자리 예산을 역대 최고치...",0,중앙일보,2018.08.24 00:03,https://news.joins.com/article/22907869
115,"장하성 “SOC 경기부양, 유혹 느껴도 참고 있다”",김동연 경제부총리(앞) 겸 기획재정부 장관과 장하성 청와대 정책실장이 22일 오후 국회 예산결산특별위원회 전체회의에 출석해 인사하고 있다. [연합뉴스] 장하성 청와대 정책실장이 22일 김...,0,중앙일보,2018.08.24 00:03,https://news.joins.com/article/22907496
116,"민주당, 전당대회에도 지지율 하락 … “냄비 속 개구리같다”",홍영표 더불어민주당 원내대표가 22일 국회에서 소상공인·자영업자 지원대책 당정 협의에 참석해 물을 마시고 있다. 홍 원내대표는 ’자영업의 구조적 문제를 차근차근 해결해 나가겠다“고 ...,0,중앙일보,2018.08.24 00:03,https://news.joins.com/article/22907471
117,[국회이전프로젝트] '길 국장'의 비애...스마트폰 업무 불가피,동영상 재생 추천영상 더보기 “일주일에 세 번 정도 KTX 타고 출장갑니다.” 세종청사 공무원의 KTX 출장 경험해보니 ? 세종정부청사에 자리 잡은 교육부의 관계자는 이렇게 말했다. 세종청사 ...,0,중앙일보,2018.08.24 00:03,https://news.joins.com/article/22907427
118,"'김&장' 엇박자 논란에 장하성 ""다양한 시각 토론한 것""",장하성 청와대 정책실장(뒤)과 김동연 경제부총리 겸 기획재정부 장관이 22일 국회에서 열린 예산결산특별위원회 전체회의에서 인사하고 있다. [연합뉴스] 장하성 청와대 정책실장이 22일 김동...,0,중앙일보,2018.08.24 00:03,https://news.joins.com/article/22907053
119,"김성태 “드루킹 특검, 권력 압력 극복 못해 안타까워”",사진 크게보기 허익범 특별검사. [중앙포토] 김성태 자유한국당 원내대표가 22일 드루킹 특검의 기간 연장포기에 대해 “권력의 부당한 압력 속에 한계를 극복하지 못한 허익범 특검에 대해 안...,0,중앙일보,2018.08.24 00:03,https://news.joins.com/article/22906371
120,"국회 간 김영주, 고용 악화보다 더 진땀 뺀 '해프닝'",김영주 고용노동부 장관이 22일 국회에서 열린 환경노동위원회 전체회의에서 업무보고를 위해 발언대로 나가기 전 발표자료를 못 찾는 해프닝을 연출했다. 김 장관은 보좌관들까지 합류하여 ...,0,중앙일보,2018.08.24 00:03,https://news.joins.com/article/22906295
121,‘특검 연장 포기’ 민주?정의 “당연한 결과” 한국?바른미래 “권력에 굴복”,드루킹의 인터넷상 불법 댓글 조작 사건과 관련된 진상규명을 위한 특별검사팀의 박상융 특검보가 20일 오후 서울 서초구 허익범 특검 사무실에서 브리핑을 하고 있다. [뉴스1] ? 드루킹 사건을...,0,중앙일보,2018.08.24 00:03,https://news.joins.com/article/22906284
122,금지된 정유 北 보낸 정부…국내 의결절차도 생략했다,정부가 개성 남북연락사무소 개소를 위해 석유·경유 약 80t을 북한으로 반출하는 과정에서 남북교류협력추진협의회(교추협)의 사전 의결도 없었던 것으로 드러났다. ? 일본 방위성이 지난달 4...,0,중앙일보,2018.08.24 00:03,https://news.joins.com/article/22906164
123,국방부 “병사 영창 제도 폐지…군기교육으로 대체”,"사진 크게보기 일과 후 병사 평일 외출 시범운용 첫날인 20일 오후 강원 화천 시내에서 외출을 나온 한 병사가 PC방으로 들어가고 있다. 국방부는 10월 31일까지 육·해·공군, 해병대 등 13개 부대...",0,중앙일보,2018.08.24 00:03,https://news.joins.com/article/22905669
124,특검 연장 공방…한국당 “수사 더해야” vs 민주당 “명분 없어”,22일 오전 서울 여의도 국회에서 열린 법제사법위원회 전체회의에서 여상규 위원장이 회의를 진행하고 있다. 여야 의원들은 드루킹 특검 연장 여부를 놓고 의사진행 발언을 주고 받았다. [뉴스...,0,중앙일보,2018.08.24 00:03,https://news.joins.com/article/22905423
125,"文 대통령, 8ㆍ25 민주당 전당대회 참석할까",문재인 대통령이 25일 열리는 더불어민주당 전당대회에 참석할지가 여권의 관심사로 떠올랐다. ? 문재인 당시 새정치민주연합 대표가 2015년 2월 8일 서울 올림픽 체조경기장에서 열린 전당대회...,0,중앙일보,2018.08.24 00:03,https://news.joins.com/article/22905163
126,"이 총리 “김동연·장하성, 엇박자 아니다…미세한 차이일 뿐”",추천영상 더보기 이낙연 국무총리가 21일 오후 서울 여의도 국회에서 열린 예산결산특별위원회 전체회의에서 의원 질의에 답하고 있다. 뉴스1 이낙연 국무총리는 22일 김동연 경제부총리 겸 기...,0,중앙일보,2018.08.24 00:03,https://news.joins.com/article/22905091
127,"트럼프 “대북제재 빨리 풀어주고 싶지만, 비핵화가 먼저”",비핵화 후속협상을 둘러싼 북·미 간 기 싸움이 팽팽한 가운데 도널드 트럼프 미 대통령이 제재 해제 전 비핵화가 우선이라는 ‘선(先) 비핵화’ 입장을 다시 강조하고 나섰다. ? 이번 달에만 ...,0,중앙일보,2018.08.24 00:03,https://news.joins.com/article/22910850
128,기무사 잔류 인원 3000명 확정… 인적 청산 '속전속결',경기 과천 국군기무사령부 정문에서 군장병이 근무를 서고 있다. [뉴스1] 국군기무사령부를 해편하고 새로 출범하는 군사안보지원사령부가 기존 기무사 잔류 인원 약 3000명의 명단을 확정한 ...,0,중앙일보,2018.08.24 00:03,https://news.joins.com/article/22910026
129,"김정은 ""강도적 제재"" 반발에 트럼프 ""핵부터 제거""",21일(현지시간) 찰스턴에서 연설중인 도널드 트럼프 미 대통령. [로이터=연합뉴스] ?비핵화 후속협상을 둘러싼 북·미 간 기 싸움이 팽팽한 가운데 도널드 트럼프 미 대통령이 제재 해제 전 비핵...,0,중앙일보,2018.08.24 00:03,https://news.joins.com/article/22909842
130,[단독]드론이 날아가 정찰·폭격…미래전 드론부대 10월 창설,지난 4월 세종시 어진동 정부세종컨벤션센터에서 열린 드론봇 전투발전 컨퍼런스에서 드론 군집비행 시연이 펼쳐지고 있다. [뉴스1] 정찰드론이 날아가 숨겨진 적의 포병 진지를 확인해 좌표...,0,중앙일보,2018.08.24 00:03,https://news.joins.com/article/22907601
131,"브룩스, 종전선언 관련 ""비핵화 없이 영구적 평화? 회의적""",빈센트 브룩스 주한미군사령관이 22일 오전 서울 중구 한국프레스센터에서 열린 외신기자클럽 초청 간담회에서 발언하고 있다. [연합뉴스] ?빈센트 브룩스 한·미 연합사령관이 22일 종전선언...,0,중앙일보,2018.08.24 00:03,https://news.joins.com/article/22907313
132,"'김&장' 엇박자 논란에 장하성 ""다양한 시각 토론한 것""",장하성 청와대 정책실장(뒤)과 김동연 경제부총리 겸 기획재정부 장관이 22일 국회에서 열린 예산결산특별위원회 전체회의에서 인사하고 있다. [연합뉴스] 장하성 청와대 정책실장이 22일 김동...,0,중앙일보,2018.08.24 00:03,https://news.joins.com/article/22907053
133,"올해 국방백서 ‘북한은 적’ 삭제 전망, 정권 따라 바뀌는 북한 표현",2016 국방백서의 '제2장 국가안보전략과 국방정책' - '제2절 국방정책' - '1. 국방목표'에서 북한을 '적'으로 표현한 부분(빨간 줄). 국방부가 문재인 정부 출범 후 처음 발간하는 ‘2018 국방백서’...,0,중앙일보,2018.08.24 00:03,https://news.joins.com/article/22906628
134,금지된 정유 北 보낸 정부…국내 의결절차도 생략했다,정부가 개성 남북연락사무소 개소를 위해 석유·경유 약 80t을 북한으로 반출하는 과정에서 남북교류협력추진협의회(교추협)의 사전 의결도 없었던 것으로 드러났다. ? 일본 방위성이 지난달 4...,0,중앙일보,2018.08.24 00:03,https://news.joins.com/article/22906164
135,"짧은 만남, 긴 이별...""건강해야 해"" ""통일되면 다시 만나자""",추천영상 더보기 끝내 잡고 있던 손을 놔야만 했다. 20일부터 금강산에서 상봉의 시간을 가졌던 남북 이산가족들이 22일 오전 작별상봉과 점심을 끝으로 기약 없는 이별을 했다. 65년 전 헤어진 ...,0,중앙일보,2018.08.24 00:03,https://news.joins.com/article/22906005
136,"이산가족, 北가족 뒤로 하고 눈물의 귀환",추천영상 더보기 남북 이산가족이 22일 금강산에서 열린 2박 3일간의 상봉행사를 마친 뒤 귀환길에 올랐다. ? 남측 이산가족 89명과 동반가족 등 197명은 이날 오전 10시부터 3시간 동안 작별상봉...,0,중앙일보,2018.08.24 00:03,https://news.joins.com/article/22905850
137,"""조카 아닌 것 같다""···상봉장 박차고 나간 이산가족",제21차 이산가족 상봉행사 1회차 둘째 날인 21일 오후 고성 금강산호텔에서 열린 단체상봉에 남측 가족들이 가족을 만나기 위해 만찬장으로 들어서고 있다. [금강산=사진공동취재단] 지난 20일...,0,중앙일보,2018.08.24 00:03,https://news.joins.com/article/22905450
138,"""냄비 속 개구리같다"" 지지율 40% 붕괴에 속타는 민주당",“요즘 민주당을 보면 꼭 냄비 속 개구리 같아요.” ? 더불어민주당에서 10여년간 일해 온 내부 관계자의 말이다. 그는 현재 민주당 상황을 끓는 물 안에서 천천히 죽어가는 개구리(boiling frog)에...,0,중앙일보,2018.08.24 00:03,https://news.joins.com/article/22904188
139,"[단독] 유엔이 반입 금지한 정유…정부, 개성에 80t 보냈다",16일 경기 파주 남북출입사무소 개성 방향 출입구로 차량이 이동하고 있다. [뉴스1] ?정부가 개성 남북연락사무소 공동 개소를 위해 유엔 안전보장이사회가 금수품목으로 지정한 정유 제품 약 8...,0,중앙일보,2018.08.24 00:03,https://news.joins.com/article/22904146
140,1년에 거리 하나씩 생기는 평양…그뒤엔 김정은 '과학자 우대',사진 크게보기 양각도 호텔에서 바라본 평양 시내 전경. 왼편의 사각형 건물이 김책공대다. 평양=이정민 기자 평양 가는 길은 낯설지 않았다. 버스 창문 밖으로 펼쳐진 농촌의 모습은 어릴 적 ...,0,중앙일보,2018.08.24 00:03,https://news.joins.com/article/22904136
141,"美 재무부, 대북제재 위반한 러시아 기업 2곳 추가 독자제재",스티븐 므누신 미 재무장관 [AP=연합뉴스] 미국 재무부가 북한 관련 활동을 한 러시아 기업과 선박 등을 추가 제재 대상에 포함했다고 월스트리트저널(WSJ)이 보도했다. ? 미 재무부는 21일(현지...,0,중앙일보,2018.08.24 00:03,https://news.joins.com/article/22904108
142,[11초 뉴스] 남북이산가족이 함께 한 식사 메뉴는?,추천영상 더보기 20일 오후 금강산 호텔에서 열린 열린 남북 이산가족 상봉 북측 주최 환영 만찬에서 남북 이산가족들은 이야기 꽃을 피우며 다채로운 북한 음식을 함께 즐겼다. ? 이날 만찬 메...,0,중앙일보,2018.08.24 00:03,https://news.joins.com/article/22904091
143,"국회 나온 송영무, ""GP 10개 내외 철수 검토 중""",송영무 국방부장관이 21일 오전 서울 여의도 국회에서 열린 국방위원회 전체회의에서 의원들의 질의에 답변하고 있다. 2018.8.21/뉴스1 ? 송영무 국방부 장관이 비무장지대(DMZ) 안 최전방 감시초...,0,중앙일보,2018.08.24 00:03,https://news.joins.com/article/22903257
144,"[11초 뉴스] 피난길에 헤어진 4세 북한 아들, 71세에 만난 어머니",추천영상 더보기 머리가 하얗게 센 이금섬(92) 할머니는 20일 북한 금강산 호텔 2층 연회장에서 아들을 향해 거침없이 다가갔다. ? 이 할머니는 전쟁 때 잃어버렸던 북측의 아들 이상철(71) 씨를 ...,0,중앙일보,2018.08.24 00:03,https://news.joins.com/article/22903105
145,"볼턴 “1년 내 비핵화, 문 대통령 제안해 김정은 동의”",존 볼턴 미국 백악관 국가안보보좌관이 지난 16일(현지시간) 백악관에서 각료회의를 주재하고 있는 도널드 트럼프 대통령을 바라보며 발언을 듣고 있다. 대북 매파인 볼턴 보좌관은 사흘 후인 ...,0,중앙일보,2018.08.24 00:03,https://news.joins.com/article/22900756
146,"볼턴 ""1년내 비핵화, 文대통령이 제안한 것"" 한국 압박",존 볼턴 미 백악관 국가안보보좌관. [EPA=연합뉴스] 마이크 폼페이오 미 국무장관의 4차 방북 및 문재인 대통령과 김정은 북한 국무위원장 간 3차 남북 정상회담을 앞두고 미국이 북한의 빠른 비...,0,중앙일보,2018.08.24 00:03,https://news.joins.com/article/22899565
147,"[김민석의 Mr. 밀리터리] 종전선언 딜레마, 한국 무장해제 노림수",종전선언 시기와 조건 종전선언을 두고 북한은 조바심을 내고 한국은 서두르며 미국은 시기상조라 한다. 북한 선전매체 우리민족끼리는 어제 미국에 종전선언을 촉구했다. 북한은 지난달 30...,0,중앙일보,2018.08.24 00:02,https://news.joins.com/article/22910823
148,기무사 잔류 인원 3000명 확정… 인적 청산 '속전속결',경기 과천 국군기무사령부 정문에서 군장병이 근무를 서고 있다. [뉴스1] 국군기무사령부를 해편하고 새로 출범하는 군사안보지원사령부가 기존 기무사 잔류 인원 약 3000명의 명단을 확정한 ...,0,중앙일보,2018.08.24 00:02,https://news.joins.com/article/22910026
149,여군 껴안고 입맞춤한 해병대 대령 “이성적인 마음 됐다”,[연합뉴스] 여군 성추행 혐의로 군 수사당국의 조사를 받은 해병대 대령의 강제추행 혐의가 입증됐다. ? 국방부 조사본부는 23일 “해병대 A 대령을 ‘군인 등 강제 추행’ 혐의 등을 적용해 군 ...,0,중앙일보,2018.08.24 00:02,https://news.joins.com/article/22908531
150,미국에서 북핵 관심 줄고 있어…트럼프 비핵화 정책 바꾸나,군사안보연구소 월례 좌담회 ? ? 중앙일보 군사안보연구소는 지난 21일 본사에서 연구소 자문위원들과 좌담회를 갖고 북한 비핵화 과정을 평가하고 북ㆍ미 관계를 진단했다. 김민석 군사안보...,0,중앙일보,2018.08.24 00:02,https://news.joins.com/article/22907746
151,“대통령은 북한 ‘주적’ 규정할 수 없다” 문 대통령 과거 발언 주목,2017년 4월 19일 대선후보 TV토론 당시 문재인 후보와 유승민 후보 간의 주적 논란 화면. [사진 유튜브 화면 캡쳐] 국방부가 문재인 정부 출범 후 처음 발간하는 ‘2018 국방백서’에서 ‘북한군은 ...,0,중앙일보,2018.08.24 00:02,https://news.joins.com/article/22907634
152,[단독]드론이 날아가 정찰·폭격…미래전 드론부대 10월 창설,지난 4월 세종시 어진동 정부세종컨벤션센터에서 열린 드론봇 전투발전 컨퍼런스에서 드론 군집비행 시연이 펼쳐지고 있다. [뉴스1] 정찰드론이 날아가 숨겨진 적의 포병 진지를 확인해 좌표...,0,중앙일보,2018.08.24 00:02,https://news.joins.com/article/22907601
153,브룩스 “비핵화 없는 종전선언엔 회의적”,브룩스. [뉴스1] 빈센트 브룩스 한·미 연합사령관이 22일 종전선언에 대해 “비핵화 달성이 포함되지 않는다면 어떤 해법이 나오더라도 나는 그에 대해서는 회의적으로 볼 것(skeptical)”이라고 ...,0,중앙일보,2018.08.24 00:02,https://news.joins.com/article/22907494
154,문 정부 첫 국방백서 ‘북한군은 우리의 적’ 삭제 검토,국방부가 문재인 정부 출범 후 처음 발간하는 ‘2018 국방백서’에서 ‘북한군은 우리의 적’이란 문구를 삭제하는 방안을 검토하고 있다. ? ? 2010년 연평 포격전 뒤 들어간 문구 ‘군사적 위협...,0,중앙일보,2018.08.24 00:02,https://news.joins.com/article/22907475
155,"브룩스, 종전선언 관련 ""비핵화 없이 영구적 평화? 회의적""",빈센트 브룩스 주한미군사령관이 22일 오전 서울 중구 한국프레스센터에서 열린 외신기자클럽 초청 간담회에서 발언하고 있다. [연합뉴스] ?빈센트 브룩스 한·미 연합사령관이 22일 종전선언...,0,중앙일보,2018.08.24 00:02,https://news.joins.com/article/22907313
156,"올해 국방백서 ‘북한은 적’ 삭제 전망, 정권 따라 바뀌는 북한 표현",2016 국방백서의 '제2장 국가안보전략과 국방정책' - '제2절 국방정책' - '1. 국방목표'에서 북한을 '적'으로 표현한 부분(빨간 줄). 국방부가 문재인 정부 출범 후 처음 발간하는 ‘2018 국방백서’...,0,중앙일보,2018.08.24 00:02,https://news.joins.com/article/22906628
157,국방부 “병사 영창 제도 폐지…군기교육으로 대체”,"사진 크게보기 일과 후 병사 평일 외출 시범운용 첫날인 20일 오후 강원 화천 시내에서 외출을 나온 한 병사가 PC방으로 들어가고 있다. 국방부는 10월 31일까지 육·해·공군, 해병대 등 13개 부대...",0,중앙일보,2018.08.24 00:02,https://news.joins.com/article/22905669
187,2분기 가계 빚 또 사상최대 … 25조원 늘어 1500조 육박,가계 빚 1500조원 시대다. 한국은행이 23일 발표한 ‘2분기 가계신용(잠정)’ 자료에 따르면 6월 말 현재 가계신용 잔액은 1493조2000억원이었다. 전 분기(1468조2000억원)보다 1.5%(24조9000억원) 늘며 15...,1,중앙일보,2018.08.24 00:03,https://news.joins.com/article/22910856
188,"‘방구석 여포’ 은행들, 100원 벌면 해외서 버는 건 10원","국내 은행들이 ‘방구석 여포’(집에서는 ‘삼국지’의 여포처럼 기세등등하지만, 밖에서는 조용해지는 사람을 일컫는 신조어) 수준을 벗어나지 못하고 있다. 사상 최대 실적을 자랑하고 있...",1,중앙일보,2018.08.24 00:03,https://news.joins.com/article/22910782
189,트럼프 목소리 커질수록 수익 커지는 종목,"“트럼프가 더 크게 싸울수록, 더 많이 오르는 종목이 있다” ? 미국 중소형주 보호무역 최대 수혜 러셀2000 ETF 등 올 8~28% 수익 최근 증권가에서는 미국 중소형 주식을 지목해 이같이 말한다. 도...",1,중앙일보,2018.08.24 00:03,https://news.joins.com/article/22910783
190,"""트럼프 목소리 커질수록 수익률 올라간다""...미국 중소형주 펀드 인기","“트럼프가 더 크게 싸울수록, 더 많이 오르는 종목이 있다” ? 사진 크게보기 도널드 트럼프 미국 대통령이 7일(현지시간) 미국 워싱턴 백악관 대통령 집무실에서 아베 신조(安倍晋三) 일본 총...",1,중앙일보,2018.08.24 00:03,https://news.joins.com/article/22908746
191,폭발력 더욱 커진 가계 빚…2분기 25조 늘며 1500조원 턱밑까지,지난 1월 서울의 한 시중은행 주택자금대출 창구. [중앙포토] ?한국 경제를 뒤흔들 뇌관의 폭발력이 더 커졌다. 가계 빚이 1500조원에 바짝 다가섰다. ? 2분기 신용잔액 1493조원 기록 증가율은 7.6...,1,중앙일보,2018.08.24 00:03,https://news.joins.com/article/22908719
